word,english,frequency
hunden,the dog,5170
hänga,hang,5167
chuck,chuck,5164
dyker,diving,5157
köket,the kitchen,5154
fönstret,the window,5150
skiter,crap,5148
lee,smile,5142
claire,Claire,5135
oskyldig,innocent,5132
hundra,hundred,5128
fann,found,5127
hamnade,ended up,5126
härligt,lovely,5124
charles,Charles,5111
känsla,feeling,5110
hot,threat,5107
bry,bother,5106
farväl,farewell,5105
damen,the lady,5101
hål,Hole,5099
college,college,5096
kollade,checked,5091
lättare,easier,5087
skjuten,shot,5085
of,of,5083
häftigt,awesome,5081
gäng,gang,5067
exempel,example,5062
styrka,strength,5062
viktiga,important,5055
ätit,ate,5046
gamle,old,5043
skor,shoes,5042
aj,Ouch,5032
pappas,dad's,5027
framme,in front,5026
möta,meet,5023
gränsen,the border,5021
lärare,teacher,5018
kört,driven,5015
jäkla,damn,5014
dam,lady,5011
robert,robert,5007
springer,running,5004
evigt,forever,5003
hoppades,hoped,5000
kallt,cool,4997
senast,last,4994
stjäla,steal,4992
gumman,old lady,4989
reglerna,the rules,4980
slag,kind,4979
rachel,Rachel,4973
kl.,at,4959
förändras,change,4951
fungera,work,4950
häst,HORSE,4950
kate,Kate,4949
bröder,brothers,4945
diskutera,discuss,4937
gömmer,hiding,4937
rolig,funny,4933
inblandad,involved,4926
maria,Maria,4919
lille,little,4918
svaret,the answer,4911
orsak,cause,4909
männen,the men,4907
bilar,cars,4896
mammas,mom's,4891
ordentligt,properly,4890
snabbare,faster,4887
vända,turn,4871
drömmar,dreams,4869
walter,Walter,4865
presentera,present,4849
broder,Brother,4844
köpt,purchased,4840
regeringen,the government,4832
självmord,suicide,4832
kevin,kevin,4826
återvända,return,4824
washington,washington,4824
ensamma,alone,4812
rik,Rich,4811
form,form,4802
amerika,America,4795
bestämt,Certainly,4795
skyddar,protects,4793
adam,adam,4791
guld,gold,4791
listan,the list,4786
poliser,police officers,4780
minne,memory,4780
förhållande,ratio,4770
hotellet,the hotel,4764
kontrollera,verify,4760
jagar,chasing,4759
taket,the ceiling,4758
sådant,such,4758
bett,bite,4757
jaga,hunt,4755
stycken,pieces,4749
slipper,escapes,4748
t,t,4745
driver,drives,4739
dejt,date,4738
frisk,fresh,4729
amy,Amy,4728
väggen,the wall,4728
bröllop,wedding,4723
jerry,Jerry,4720
street,street,4719
arthur,arthur,4718
ena,one,4709
procent,percent,4708
halsen,the neck,4702
försvinna,disappear,4688
city,city,4686
andy,andy,4678
desto,the more,4676
krafter,forces,4676
personen,the person,4671
tänder,teeth,4670
farlig,dangerous,4663
färdig,finished,4662
kött,meat,4645
eric,eric,4637
armén,the army,4634
ifred,alone,4633
vanlig,common,4630
lov,permission,4622
karl,Charles,4619
varm,hot,4617
levde,lived,4615
tusan,heck,4614
bak,rear,4611
betalade,paid,4606
gåva,gift,4603
antagligen,probably,4602
sanning,truth,4602
major,major,4597
km,km,4593
gifte,married,4593
england,England,4585
sparken,fired,4585
vems,whose,4584
mobil,mobile,4580
matt,matt,4578
sålde,sold,4570
munnen,the mouth,4569
struntar,don't care,4566
angående,concerning,4562
förstörde,destroyed,4559
fria,free,4556
dator,computer,4552
växte,grew,4550
stranden,the beach,4549
ryan,ryan,4546
hotell,Hotel,4537
förflutna,past,4527
hantera,manage,4525
coolt,cool,4522
sergeant,sergeant,4522
sysslar,chores,4520
carter,carter,4519
lagar,laws,4519
alan,the field,4519
magi,magic,4516
mötet,the meeting,4515
skitstövel,crap boot,4511
föredrar,prefer,4511
kameran,the camera,4504
tåget,the train,4500
skott,shot,4498
hemska,terrible,4497
liknande,similar,4495
svin,swine,4493
umgås,hang out,4491
strid,battle,4483
ön,the island,4483
tryck,pressure,4480
medicin,medicine,4476
kyle,cold,4473
spelet,the game,4469
noga,carefully,4465
brian,Brian,4465
vaken,awake,4465
sakta,slowly,4465
skola,school,4461
hemligheter,secrets,4461
san,san,4452
red,ed,4450
matchen,the match,4445
når,reach,4443
fira,celebrate,4443
böcker,books,4440
löjtnant,lieutenant,4440
liknar,resembles,4438
drick,drink,4433
koppla,connect,4430
tvinga,force,4430
minsta,smallest,4423
text,text,4419
mun,mouth,4411
träd,Tree,4407
föra,bring,4393
affär,business,4392
bjöd,invited,4387
situationen,the situation,4385
benen,the legs,4374
an,an,4371
helgen,weekend,4368
hjärnan,the brain,4357
skrämmer,scares,4355
stannade,stopped,4354
hustru,wife,4350
erkänna,admit,4350
le,smile,4346
bryter,breaks,4342
skydd,protection,4340
alice,Alice,4339
soldat,soldier,4339
karriär,career,4338
byggnaden,the building,4337
rätten,the right,4337
reser,travels,4333
floden,the river,4326
anser,consider,4324
koll,check,4323
klä,dress,4322
herrn,sir,4319
sker,happens,4318
miljon,million,4315
japp,yup,4310
stationen,the station,4308
åkt,ride,4308
skratta,laugh,4295
söka,search,4294
bandet,the band,4291
simon,simon,4289
omedelbart,immediately,4288
onda,evil,4288
område,area,4285
frihet,freedom,4284
privat,private,4282
loss,loose,4276
taxi,taxi,4275
glada,happy,4273
jobbigt,troublesome,4272
d,d,4272
väskan,the bag,4269
skapade,created,4267
ted,ted,4266
skrattar,laughing,4265
halva,half,4264
överlever,survives,4262
uppmärksamhet,attention,4259
fars,farce,4256
lura,fool,4255
förslag,proposal,4250
grejen,the thing,4248
spåra,track,4246
syns,visible,4245
konstig,Strange,4244
förändrats,changed,4243
äktenskap,marriage,4237
vetat,knew,4235
starkare,stronger,4232
testa,test,4231
sheriffen,the sheriff,4227
bråttom,in a hurry,4225
sötnos,sweetheart,4224
dörr,door,4223
jason,Jason,4222
emma,Emma,4221
hora,whore,4210
löser,solves,4210
håret,the hair,4209
fisk,fish,4206
nyligen,recently,4205
hoppar,jumping,4193
affären,the business,4193
hindra,hinder,4193
fångar,prisoners,4190
tjena,serve,4182
william,william,4180
is,ice,4177
saknas,is missing,4170
vaknar,wakes up,4167
dave,Dave,4164
blodet,the blood,4164
kyss,kiss,4162
nytta,benefit,4153
sådana,such,4144
gråta,cry,4142
phil,phil,4141
skallen,the skull,4139
högsta,highest,4136
situation,situation,4125
present,present,4123
rom,Rome,4123
släppte,released,4110
oroar,worrier,4107
närmar,approaches,4107
tappat,dropped,4106
bussen,the bus,4101
föreslår,suggests,4099
luft,air,4099
väska,bag,4097
mil,miles,4095
tusentals,thousands of,4094
ägg,egg,4094
banken,the bank,4093
skuld,debt,4090
oliver,olives,4085
sara,sarah,4085
pete,pete,4079
undvika,avoid,4076
stöd,support,4069
minnen,memories,4064
bestämma,determine,4061
samman,Together,4060
misstänkt,suspected,4059
resan,the journey,4056
tillfälle,opportunity,4056
priset,the price,4047
skickat,sent,4042
slutat,finished,4042
bord,table,4040
offret,the victim,4034
sakna,miss,4033
tokig,crazy,4033
via,via,4032
tidningen,the newspaper,4029
tycka,think,4027
fot,Foot,4027
nämnde,mentioned,4025
jäklar,damn,4023
laget,the team,4022
ed,oath,4019
besviken,disappointed,4019
samtalet,the conversation,4011
våld,violence,4004
ljud,sound,4003
samla,collect,4002
tillbaks,back,4000
fiender,enemies,3998
röd,RED,3997
födelsedag,birthday,3996
leo,leo,3995
alltihop,all of it,3994
troligen,probably,3989
emily,Emily,3986
lögn,lie,3985
joey,joey,3981
avtal,agreement,3980
påminner,reminds,3976
toaletten,the toilet,3975
kontakta,contact,3974
allihopa,all of them,3974
fötter,feet,3973
pâ,on,3971
ifall,If,3962
faktum,fact,3960
starka,strong,3958
klass,class,3956
kuk,cock,3952
viktigaste,most important,3949
drack,drank,3946
återvänder,returns,3944
ansvarig,responsible,3935
don,Don,3934
systemet,the system,3933
sten,Stone,3933
hoppade,jumped,3932
position,position,3930
nyheterna,the news,3929
stänger,closes,3925
långa,long,3922
platser,places,3922
uppdraget,the assignment,3916
mörkret,the darkness,3916
skär,notch,3913
skapar,creates,3912
dna,dna,3907
r,r,3905
vis,way,3904
semester,holiday,3903
tuff,tough,3903
snabb,fast,3899
luke,luke,3897
middagen,the dinner,3895
adress,address,3891
års,year,3889
lustigt,funny,3886
orkar,can bear,3872
tycks,seems,3872
lily,lily,3870
skrämde,scared,3868
tillgång,access,3860
nycklarna,the keys,3848
kastar,throws,3846
hållit,held,3842
räknar,counting,3842
rädsla,fear,3840
slippa,avoid,3840
duger,will do,3839
baren,the bar,3838
undrade,wondered,3838
begär,requests,3836
eftermiddag,afternoon,3832
känd,known,3832
skadade,injured,3831
nöje,pleasure,3830
mörkt,dark,3828
match,match,3827
lyckliga,happy,3824
frankrike,France,3822
märkligt,strange,3821
företaget,the company,3821
armé,army,3819
växer,growing,3818
svår,difficult,3817
hittades,was found,3815
svarade,replied,3814
missar,misses,3809
möjlighet,opportunity,3807
öppet,open,3804
hundar,dogs,3804
energi,energy,3801
sådär,like that,3800
professor,professor,3799
bygger,builds,3797
saknat,missed,3791
dagarna,the days,3781
acceptera,accept,3778
lurade,cheated,3778
and,duck,3777
tvätta,wash,3775
idéer,ideas,3766
mej,me,3765
löjligt,ridiculously,3764
plocka,pick,3759
lisa,Lisa,3755
dölja,hide,3754
ställde,posed,3754
förvånad,surprised,3752
high,high,3747
numret,the number,3746
dödad,killed,3741
majestät,Majesty,3737
eh,eh,3727
big,big,3723
hållet,held,3723
hård,hard,3722
letat,looked for,3720
försvara,defend,3715
personligt,personal,3715
föreställa,imagine,3714
kastade,threw,3713
styr,controls,3712
lek,play,3708
svag,weak,3705
arm,arm,3700
stoppar,stops,3699
hemligt,secretly,3697
domare,Judge,3697
fundera,think,3695
blommor,flowers,3695
avslöja,reveal,3692
efteråt,afterwards,3691
mörda,murder,3688
ungarna,the kids,3688
ringen,the ring,3687
arbetet,the work,3683
st,St,3677
gifter,poisons,3676
sjunger,sings,3669
vaknade,woke up,3665
carl,Carl,3663
sökte,sought,3660
handlade,shopped,3658
mördad,murdered,3652
dagens,today's,3650
sakerna,the things,3649
läs,read,3649
möter,meets,3647
smaka,taste,3647
rika,rich,3646
flickorna,the girls,3641
hamna,end up,3640
snabba,fast,3636
fälla,trap,3633
stil,style,3630
avskyr,abhor,3629
städa,clean,3629
pass,Pass,3625
klient,client,3623
sms,sms,3623
kärleken,the love,3623
flög,flew,3619
vänder,turns,3617
heliga,saints,3613
fokusera,focus,3613
tysta,shut up,3612
annanstans,elsewhere,3612
fienden,the enemy,3610
hemliga,secret,3610
drottning,queen,3599
kilometer,kilometers,3587
jackson,jackson,3584
relation,relationship,3583
idioter,idiots,3580
lås,lock,3578
el,electricity,3574
gråter,crying,3572
bröst,breast,3569
klubben,the club,3566
leker,playing,3565
plus,plus,3562
lucy,lucy,3561
hann,he,3558
hämnd,revenge,3558
fulla,full,3557
likadant,the same,3552
sjuka,sick,3551
rapport,report,3550
system,system,3548
jones,jones,3545
rättvisa,justice,3542
assistent,assistant,3541
farmor,grandmother,3539
fiende,enemy,3539
viss,certain,3536
tvingade,forced,3535
los,lose,3534
spara,save,3527
bollen,the ball,3524
morgan,tomorrow,3524
råkar,happens,3523
ovanligt,unusually,3518
förlåta,forgive,3517
franska,French,3515
givetvis,of course,3509
vapnen,the weapons,3506
lord,Lord,3505
louis,Louis,3505
rose,rose,3504
bekant,known,3502
smakar,tastes,3502
missa,miss,3500
susan,Susan,3497
packa,pack,3497
kniv,knife,3497
al,al,3495
katt,Cat,3495
förändra,change,3493
inse,realize,3493
fyller,fills,3490
jeff,Jeff,3487
bröllopet,the wedding,3486
tjejerna,the girls,3483
planerat,planned,3482
döende,dying,3481
dansar,dancing,3481
källaren,the basement,3479
skriker,screams,3477
barry,barry,3476
ändrar,changes,3472
mästare,Master,3470
färg,Paint,3468
påstår,claims,3467
vilse,astray,3467
vakt,guard,3465
valt,chosen,3465
vuxen,adult,3463
chloe,Chloe,3460
kopp,cup,3459
arbetade,worked,3456
jenny,jenny,3455
låst,locked,3454
perfekta,perfect,3454
översatt,translated,3452
operation,Operation,3452
c,c,3451
byter,changes,3447
förväntar,expect,3447
abby,abby,3447
poängen,the point,3447
magen,the stomach,3445
planeten,the planet,3445
grace,Grace,3439
märker,notices,3436
tacksam,grateful,3434
panik,panic,3433
nått,reached,3433
höga,high,3431
nödvändigt,necessary,3420
alternativ,alternative,3420
ledde,led,3420
tyska,German,3412
kollat,checked,3410
sjukt,sick,3409
vinden,the wind,3408
inuti,Inside,3406
räddar,saves,3406
normal,normal,3404
tillfället,the occasion,3401
musiken,the music,3399
still,still,3396
fredag,Friday,3394
kämpar,fighting,3391
cia,cia,3391
månaden,the month,3388
inspektör,inspector,3388
förstört,destroyed,3388
bilderna,the pictures,3385
grabb,Guy,3382
rykte,reputation,3379
född,born,3378
röka,smoke,3378
mening,sense,3377
förbannade,cursed,3373
kelly,kelly,3371
klänning,dress,3370
bråka,argue,3370
kläderna,the clothes,3368
kall,cold,3367
saknade,missed,3366
svåra,difficult,3365
byggde,built,3365
stig,path,3364
fortare,faster,3363
otrolig,incredible,3360
bitti,bitty,3359
öppnade,opened,3358
förvirrad,confused,3357
b,b,3348
uppenbarligen,obviously,3345
annie,annie,3341
tomt,plot,3341
cool,cool,3337
herren,the gentleman,3332
kyssa,kiss,3322
mod,Courage,3321
patient,patient,3320
knä,knee,3318
lyckats,succeeded,3318
långsamt,slowly,3318
lägenheten,the apartment,3317
vitt,White,3312
dej,dough,3311
kompisar,friends,3309
kilo,kilo,3309
skära,cut,3309
m,m,3308
fungerade,worked,3307
program,program,3306
julia,Julia,3306
skrämma,scare,3304
betyda,mean,3303
rörde,touched,3302
legat,laid,3300
botten,bottom,3294
planerar,plans,3294
språk,language,3292
sparka,kick,3283
scenen,the stage,3280
bud,bid,3278
mars,March,3277
råkade,happened,3274
fingeravtryck,fingerprint,3274
julie,July,3272
slagit,struck,3272
vars,whose,3272
naken,naked,3271
lådan,the box,3268
snarare,rather,3266
lördag,Saturday,3265
ting,things,3263
åsikt,opinion,3263
käft,jaw,3258
byn,the village,3257
kim,Kim,3257
for,for,3256
brinner,burning,3256
lögnare,liar,3254
flaska,bottle,3254
kalifornien,California,3254
syn,view,3252
paus,Pause,3246
rosa,pink,3245
upptäckte,discovered,3243
armen,the arm,3241
bestämde,decided,3240
hitler,Hitler,3239
styra,control,3238
överlevde,survived,3237
stryk,stroke,3235
erfarenhet,experience,3233
lade,laid,3233
besöka,visit,3232
filmer,films,3230
längs,along,3227
imponerande,impressive,3226
andre,second,3225
bomb,Bomb,3224
europa,Europe,3224
druckit,drunk,3222
växa,grow,3220
familjer,families,3219
uppför,up,3216
söta,sweet,3215
gisslan,hostage,3211
ligg,lie down,3206
behov,needs,3205
elva,eleven,3203
by,village,3203
störa,interfere with,3202
gäster,guests,3201
fakta,facts,3201
lågt,low,3199
sjukdom,disease,3199
sheriff,sheriff,3195
tider,times,3191
vunnit,won,3190
lust,desire,3189
knäpp,wacky,3186
pressen,the press,3185
behåll,keep,3182
stjäl,steal,3181
mera,more,3178
nätet,the net,3177
tydligt,clearly,3175
läkaren,the doctor,3173
kroppar,bodies,3173
fjärde,fourth,3173
bög,gay,3170
gratulerar,Congratulations,3170
rock,coat,3168
bomben,the bomb,3166
enkel,simple,3163
snuten,the cop,3161
pojkarna,the boys,3160
varifrån,from whence,3157
finna,find,3156
blind,blind,3156
åratal,years,3155
chicago,Chicago,3154
ytterligare,further,3154
ah,ah,3154
da,da,3154
ledigt,off,3153
djävulen,the devil,3151
suttit,sat,3149
gary,Gary,3143
sång,singing,3137
tufft,tough,3136
hästar,horses,3133
fantastiska,fantastic,3133
texas,Texas,3132
rick,rick,3127
fruktansvärt,terrible,3127
lady,Lady,3126
yngre,younger,3125
victor,victor,3125
starkt,strong,3123
såhär,like this,3120
robin,robin,3120
flygplatsen,the airport,3118
svärd,sword,3116
howard,Howard,3115
förbannad,cursed,3112
laura,Laura,3111
skadar,damages,3111
skrika,scream,3106
lyssnade,listened,3105
såja,sow,3104
viktigare,more important,3098
fy,phew,3096
mitten,middle,3094
skrek,screamed,3094
orden,the words,3086
totalt,in total,3086
larry,larry,3085
verkliga,real,3083
risk,risk,3083
hörnet,the corner,3083
mirakel,miracle,3082
krossa,crush,3080
gammalt,old,3079
pund,pound,3076
nivå,level,3074
hejdå,goodbye,3074
halvtimme,half an hour,3070
amanda,amanda,3069
sur,sad,3064
drottningen,the queen,3064
längst,farthest,3062
konst,art,3061
vittne,witness,3060
programmet,the program,3057
universum,universe,3056
radion,the radio,3055
modig,brave,3052
personligen,personally,3052
park,park,3046
erbjuder,offers,3046
maggie,Maggie,3045
träffats,met,3045
kvinnorna,the women,3039
mörka,dark,3038
signal,signal,3036
godnatt,good night,3034
ledig,free,3032
mesta,most,3029
märke,make,3029
prins,prince,3027
träff,hit,3025
cancer,cancer,3025
dödades,was killed,3024
favorit,favorite,3024
elden,the fire,3022
röker,smoking,3021
därinne,in there,3021
snygga,good-looking,3020
näsan,the nose,3020
människan,the human being,3019
elizabeth,Elizabeth,3017
hjälpt,helped,3016
marcus,Marcus,3011
doug,doug,3010
labbet,the lab,3007
tim,hours,2999
mans,man's,2998
måndag,Monday,2998
benet,the leg,2995
gömde,hid,2992
förde,brought,2992
datorn,the computer,2991
ögat,the eye,2988
elak,mean,2987
smith,smith,2987
rättvist,fair,2986
månen,the moon,2986
tyskland,Germany,2985
komplicerat,complicated,2985
erbjuda,offer,2985
fylla,fill,2985
köp,buy,2984
skulden,the debt,2984
jävlas,fucking,2983
visat,shown,2982
jackie,jackie,2975
äckligt,disgusting,2975
polare,poles,2974
undersöka,examine,2974
kula,ball,2973
nyfiken,curious,2972
fönster,window,2972
använt,used,2971
ställen,places,2968
mjölk,milk,2968
roger,roger,2963
oskyldiga,innocent,2958
varning,warning,2957
risken,the risk,2957
brevet,the letter,2952
rygg,back,2950
fixade,fixed,2947
stängt,closed,2947
ross,ross,2945
finner,finds,2944
josh,Josh,2942
mänskliga,human,2940
meddela,inform,2939
amen,Amen,2939
hälsar,greets,2936
kulor,bullets,2934
kniven,the knife,2933
ende,end,2931
glädje,Joy,2927
humör,humor,2927
underbara,wonderful,2926
märkt,marked,2923
kollega,colleague,2921
känn,feel,2920
tunga,tongue,2919
data,data,2918
hannah,hannah,2916
vegas,Vegas,2916
gruppen,the group,2916
befinner,is located,2915
angeles,angeles,2915
foto,photo,2914
linda,wind,2913
snut,cop,2913
skäms,ashamed,2911
